"confirmation","gender","borninus","ethnicity",politics,age,zipcode
"17d0709e2b4eb103f9efee4d1c724a","male","yes","caucasian",6,39,60657
"34057cf059900891ba73809b21d15b","male","yes","caucasian",7,56,1267
"7432e3b0b96dac8fb5be072c7dd561","male","yes","caucasian",1,26,90034
"c36534f603b132f0df78520dfc433f","male","no","asian-american",4,34,45354
"2e7d5a721b92a9d53cdc52a6b64023","male","no","caucasian",6,40,29464
"5469a7b4b4a2a6c47e8b6d5259d95d","male","yes","caucasian",2,16,83651
"dacd6b3f2dc091a08e1707f7bb8655","male","no","caucasian",7,28,49007
"96ae4e0b2da58a42ccbe2064c30483","male","yes","hispanic",4,24,10005
"6184ecb4f1e0c30e8203e2fcd87545","male","yes","african-american",3,39,10027
"f1c2143acda900fac0a596288f81e3","male","yes","caucasian",4,30,27104
"99c150915bb2e9a92f398f668b28dd","female","yes","caucasian",7,37,14215
"d2f5e498f5d5cd617e2732cec9a3ae","male","yes","caucasian",5,36,10033
"7c041152175652594e7cd347a83749","female","yes","caucasian",7,64,98020
"949aeb8e5518616fc865e55ed67f77","male","yes","caucasian",5,64,6232
"e236d18f4269dcb29a6fe7d667fb7e","male","yes","caucasian",6,50,6360
"02b1d561b2bf5373af487082648b63","female","yes","caucasian",4,48,28134
"97e9bcdc1609cd2b60bc3a5a346efd","male","yes","caucasian",4,26,75068
"adb5aa193d20a6d9fb7f26697f0681","male","yes","caucasian",6,70,48069
"9a385e91b1b979b215903134ecbb40","male","yes","caucasian",4,32,90266
"a6474ee007a4f7423401b2a94ccd63","female","yes","caucasian",3,39,10533
"afc79012596a31e207ce1192229edf","male","yes","caucasian",6,46,97212
"62224c3b4201b11b5b9f3026e1a4ef","male","yes","caucasian",5,40,28803
"6e438da3a848b5807191f9b39f2c6e","male","no","other",6,32,94103
"29c02211ecb14ad547a6c4201df203","male","yes","caucasian",7,36,98335
"dc202d3e0ba426d4cf7ac196121791","male","no","caucasian",5,30,0
"e53e2a371959f72055b4794601856b","female","yes","caucasian",1,23,33634
"7f9c96f948b7c748011743bae4d301","male","yes","caucasian",4,19,92260
"33dab61778fe004b1b6e187fa5ba69","female","no","caucasian",5,23,0
"3a1f52240bb351d6b44020eb68f099","female","no","caucasian",7,34,30909
"ce281b36faf57f21fe132166e1ab0d","male","yes","caucasian",4,30,13045
"eb1c6ffcf156b6b7edfd7bcc9ea23c","male","yes","caucasian",5,28,2421
"900bd6d2c232d4bd5a4dba62ff90b3","male","","caucasian",6,29,74133
"fdbe51bb806e33478d0205938dfb9a","male","yes","caucasian",6,24,2916
"e39ed480b90f5581903fc540f798eb","male","yes","caucasian",6,44,74104
"abd13967b581d65bf2b36bc778962e","male","yes","caucasian",7,32,90036
"36353c1f2523e14548d900ca1c6d9d","male","yes","caucasian",7,60,46260
"1e499efaff603d56d59729cd8c6368","male","yes","caucasian",4,34,39327
"3c7c1c0bac12df78227a7ce1a74825","male","yes","other",2,21,70115
"6228b30b9102db7a9aa2639fc2a8fb","male","yes","caucasian",5,44,98025
"b3b5af071ba4508a9976e10c63d8e1","male","yes","caucasian",1,26,20002
"0a40c0ff65b2921fb3778f0281e8a7","male","no","caucasian",4,27,0
"3c7c1c0bac12df78227a7ce1a74825","male","yes","other",2,21,70115
"","","","",0,0,0
"3c7c1c0bac12df78227a7ce1a74825","male","yes","other",2,21,70115
"4840681ff320265c5cf93041d77e0d","male","no","caucasian",6,26,0
"712ab5c3673f8026f5138a6d7e70c6","male","yes","caucasian",6,32,90066
"be2ee716ba99b9943bda22b1ff6da1","male","yes","hispanic",7,61,95301
"123737a2c0b5c21e40927b3a01b3d4","male","yes","other",4,32,94062
"4840681ff320265c5cf93041d77e0d","male","no","caucasian",6,26,91210
"52f4c5b4a43b4b93a3b1fd535f0085","male","yes","caucasian",7,36,80237
"9f426fedb3c381b6eede18c1a5654d","male","yes","caucasian",5,52,22031
"2342775bb8f85aecb59fd0e6f95371","male","yes","caucasian",4,30,77379
"5ff404cc1714e935641c68cb85abe3","male","yes","caucasian",6,27,44106
"ab92c2da47a9624573b21b70894534","male","yes","caucasian",6,49,78665
"abd91b464247c8f4f9e0261c021777","male","yes","caucasian",4,84,7762
"44f38cde86a1f786ddbf8b75fb8a14","female","no","caucasian",6,23,0
"31ac17d3ad90ac95107daeac4c54ca","male","yes","caucasian",6,57,7030
"70fae94701bdcfc45c468a6e455339","female","yes","caucasian",6,30,62234
"33d1c012c52588a641a958281ddf0f","male","yes","caucasian",6,43,22207
"3f20e96effe0b41f29c3da0a3dc1de","male","yes","caucasian",5,51,81611
"c0f4d93bc34a38504c83154208f59e","male","yes","caucasian",7,18,27514
"da59dc4cf6e57d31355209b780057b","male","yes","caucasian",7,70,92648
"76fe6e573cb932f25310764811d933","male","no","caucasian",7,39,10025
"ac9722c134e62c06ced88c5ec6d472","male","yes","caucasian",6,50,6518
"a35761c15cd85bf0ced1634c444ec2","male","yes","caucasian",6,30,20010
"7bb3cd41a9815ac7a79292361d7982","male","no","caucasian",7,44,4673
"d255beb86b96c7daf2e69f4ba708e7","female","yes","caucasian",6,33,95926
"50ca98063f8bb620c45a15415853c1","male","yes","other",6,25,51503
"08fecd1f9a235a489e5f462b7ef686","male","yes","caucasian",2,34,7040
"49ce9acd4b2b33f7ce6d0cdaadbcfe","male","yes","caucasian",7,19,4107
"b8abd138278b756b3a9d9b456bc160","male","yes","caucasian",6,47,60612
"0b2b4ff40218a49f16e30574bd1870","male","yes","caucasian",7,50,60660
"81495758c9d6437dd273daf0a22eba","female","no","caucasian",6,0,95023
"fc2f2938506668c6dc0156da52e561","male","yes","caucasian",3,70,42701
"c5f39dbb7004374a1be2c98b1e280b","male","yes","caucasian",6,38,21157
"44abd0aa8f1f613999b923e2dc9b9b","male","yes","caucasian",6,0,77304
"e8303f70512594248d8eeb339adce4","female","yes","caucasian",7,24,11201
"23226692081e74071d879a2dd33cc3","male","yes","caucasian",6,40,900148
"6e3522a3ea2031e0469a6bfbcc6307","female","yes","caucasian",3,57,94118
"7dec3524529ab014ec68bcb85c3c69","male","yes","caucasian",7,48,7016
"96ccec1e379a961fe1c22a2304c4a9","female","yes","caucasian",7,60,5443
"7cbb8e4ae239e7c34ecb489147d9ff","male","yes","caucasian",6,52,4401
"f00e64ea23c8b283278a237d89d6f4","male","yes","caucasian",6,42,80224
"a654fd4ee29f97c85907c4d8acd389","male","yes","caucasian",5,31,60304
"a7be6a964b85c379417310c21c4413","male","yes","caucasian",6,32,48182
"d1b5df5fb39218406fb5484152daf5","male","yes","caucasian",6,32,80305
"a58baa6162b353238dbc2c7708907f","male","yes","caucasian",4,17,98027
"a32ed5bef67944b52cb9605ec217c8","male","yes","caucasian",5,22,53703
"e126ebe7905d91172b8c6786fa6038","female","yes","caucasian",6,58,38134
"18349d29d9580ac3ce34d47acb4ed6","male","yes","caucasian",7,19,1569
"2af9da8773ae7e6ad07e457b1cf5f3","male","no","caucasian",6,55,19128
"510c1330a8cf5c1b755bf1edd6f815","male","yes","african-american",6,36,11215
"ae8373db32ee54a4b5132f2872d4ac","male","yes","caucasian",5,26,2127
"30ff19151c3aafc990f100bd18c274","male","yes","asian-american",7,30,19406
"a44ee5fc84c285e0edcc5649c35559","male","yes","caucasian",6,32,0
"1b6147098801579b5a729b408c12be","male","yes","caucasian",7,57,10025
"6ac07e5b5e244fa4928d5f46382b4f","male","yes","caucasian",3,54,11563
"0e4ecd69a6b00d970d7099f4d182b2","male","no","asian-american",7,24,94043
"581bc6d5e49e1f4e0eff3c72ee10f9","female","yes","asian-american",6,33,36830
"1c26b9e2254438645d2172a002de88","male","yes","caucasian",4,44,1720
"13cd7f2213d93c02ce0600ddebd1a9","female","yes","caucasian",7,38,3908
"f85400e78fa981a10fc55fbc3f193a","male","yes","caucasian",2,28,60618
"d77486dd2988e0054a5728e1240bc1","male","yes","caucasian",4,11,21157
"87ba9089b55545c2d52e7f52ce0ae4","male","yes","caucasian",4,55,59405
"2abeb923b28d454639692ee952e776","male","yes","african-american",2,25,89108
"8d34982395dabca8fe82c5949660e3","male","yes","caucasian",4,39,32301
"569c839f9cc286eef261051ae3b5e0","female","yes","caucasian",6,44,8812
"7d19f3c6c444d9f75cc56c1e77ff5c","male","yes","caucasian",7,38,10002
"ef1dd8c3928deb715f4212f28c9183","male","yes","asian-american",6,29,33131
"f4ca68e0498577ed55cad4dff0254e","female","yes","caucasian",5,44,33603
"8d449787f9dc4eb0a60d44be7d4c6a","male","yes","caucasian",6,22,1267
"74d11262569207d52c1b98a22381ce","male","yes","caucasian",3,59,65809
"67e2edd1ce69a9fdee28479b99feb8","male","yes","caucasian",2,33,11249
"1c71e1499a5b3a3b4f02fb90d9ec26","male","no","caucasian",6,42,0
"1a5f35a429414336bebc9f7d101224","male","no","caucasian",3,35,90210
"7249ac808ffbda0396599770fd497b","male","no","caucasian",2,42,84095
"b72ac04bc14b7663fa5797f515d7ed","female","yes","caucasian",7,53,98038
"f78def4f1a338320e0ec96778bb8da","male","yes","caucasian",7,35,20815
"462bd5c5dca35948c93dbf10cab505","male","yes","caucasian",5,53,7052
"c880514628b60cedf28dbbfabd52c6","male","yes","caucasian",5,26,97210
"d2eb81ea91cda8d93ada66af62727d","male","yes","caucasian",6,56,51537
"","","","",0,0,0
"b696c1cadd613b61d1fe89b1a5f950","male","yes","caucasian",7,41,60302
"297118b5478a154d96d7907de682bc","male","yes","caucasian",6,62,90068
"105a6c524ef8fb6dcf779858a378be","male","yes","caucasian",2,58,56468
"d2f3c9e4ee5e15c9946fe993c74398","male","yes","caucasian",4,54,98109
"913bb10bc688d36cc7947e82308028","female","yes","caucasian",4,37,30030
"65e5a4f3e37674364bb4b417963387","male","no","other",6,37,94043
"d4eae448a7fd37003273e2875aa898","male","yes","caucasian",6,27,68131
"91e32ff84f954df978fabb366e4581","female","yes","hispanic",6,40,33155
"1741074f69e2a8ce59576cf9549f53","female","yes","caucasian",6,20,10027
"2917378031be881e7c8a926fd948a7","male","no","caucasian",7,43,96785
"209ca4c97b56535ff5f710a01fc2ea","female","yes","caucasian",7,39,98105
"974fc04fe3a7024e4e3866e29e773c","male","yes","hispanic",6,36,84102
"b8f2bb4a680d3f33948ed5db7cbf96","male","no","caucasian",4,28,0
"808123c49336203f1175ec2bec1f0f","male","no","caucasian",7,66,94611
"4b91b3a362ed84c1cb144d3ca399dc","male","yes","caucasian",6,48,20003
"6ff41a312e48013401b86870429408","female","yes","asian-american",6,25,20854
"b81d0a8c34170083ffac603e8feac6","female","yes","caucasian",6,36,48104
"8792b776cb0086b177ab0adf03d665","female","yes","caucasian",5,45,98512
"db5c668486ae137df7d3ec7524a2f9","male","yes","caucasian",7,66,11218
"5b93ba96fe08f2aaff50a12451972d","male","no","caucasian",7,30,59010
"a23136a966d133c655e47e1c8974e8","male","","caucasian",5,31,60618
"8a5695f955ae7bd32f3827cafa7071","female","yes","caucasian",6,62,98133
"906c68c6b85ee5935143f34ab2e8b5","male","no","caucasian",6,42,0
"8cba6ff0a8160184594f43777ab6c1","male","yes","caucasian",1,17,0
"dcf129c483cfb68865a246dbf6ff89","male","yes","caucasian",7,46,98105
"fb637b248896a13e08e7b0a11aadc6","male","yes","caucasian",6,29,71107
"f0c3e86a838f8e1293bd980cec2c9c","female","yes","caucasian",6,28,90602
"94d09eaa4f5616d4fd811c10725045","female","yes","caucasian",6,22,94705
"28b6aa7cabb51189098665f23c1c91","male","yes","caucasian",6,29,91101
"d2bcfdcc6faa5862135b138d17236c","male","yes","caucasian",5,19,6269
"bc98963f05935d95386c094eaf5115","female","yes","caucasian",7,49,14860
"8b8f3c237f4577dade3d647a62707f","male","no","other",5,45,60067
"cd9efcd0fe764d59e1b50cea7c6e33","female","yes","",7,37,90018
"aa39bba80b8767f538d6a5a5daa567","male","yes","caucasian",6,26,10005
"ccdf821d5a1a22fc3936006bc49a19","male","yes","caucasian",7,52,49424
"","","","",0,0,0
"7dff16ce4b48449d8128b199cb8061","male","yes","caucasian",6,0,94553
"0be0885e7ab35e4356ba9bd3a8aba7","male","yes","caucasian",6,39,22306
"df91659aa5f862610b1a04e6c9367c","female","yes","asian-american",6,35,90018
"1fa5ccfb165c50dfe55a98ce0efc88","female","yes","caucasian",7,30,55404
"f8913afc76f638ec543fe9e43329d1","male","no","caucasian",6,20,95616
"3ea6d98fdb6e7669b872279a2051f2","male","no","caucasian",7,18,0
"51911c7a6e278b5cd62f2fe29ffc2b","female","yes","caucasian",7,22,37212
"9dd5e18d113f83e9bc0a3847c8c528","female","","caucasian",4,14,28787
"65dcbee0f5e6511c17b7c50149bcf4","male","yes","caucasian",6,18,84601
"94ac1de45e45c620727db6702109aa","female","yes","caucasian",7,54,33705
"7bc018e040f6a27056d9a7d12bc8cd","male","yes","caucasian",6,26,32405
"74511e36884c210b27952a592dfd86","male","yes","african-american",2,23,11105
"2fd718a38856df96408f35184b22e1","male","yes","caucasian",3,25,61817
"5e1c1113a61e13aa9e0726af0c6152","male","yes","caucasian",7,0,6784
"ffd8b1d991c9fd75f35dda2f1d5f2a","female","yes","caucasian",7,59,37640
"535e05b69fc8d4eafe12cf5fa39871","male","yes","african-american",6,30,48603
"28f1cc93f874a89cd738f734fffdba","male","yes","african-american",3,39,46368
"cfc5d9fd05a2100151f081b718a7d2","male","yes","caucasian",7,52,75230
"72e9d15c5157ff64cb61060d642ae8","male","yes","asian-american",7,31,78704
"535e05b69fc8d4eafe12cf5fa39871","male","yes","african-american",6,30,48603
"b4524186398ea2646731a69e8e933e","male","yes","caucasian",5,69,73107
"a9410aa022b14c2049db2ae0eb2822","male","yes","caucasian",6,42,30316
"854e1ca8ef6ec731b5a3476afffcf3","male","yes","african-american",5,67,63074
"cdf86ec4a9865d530dde915346df3c","male","yes","caucasian",6,27,7205
"28f1cc93f874a89cd738f734fffdba","male","yes","african-american",3,39,46368
"554b8b24c9a90609871adc63da0cab","male","yes","caucasian",5,41,29745
"017c425c2bf151eb7700b3a0f24334","male","yes","caucasian",6,35,12790
"cdf86ec4a9865d530dde915346df3c","male","yes","caucasian",6,27,7205
"b4a6fa49b0855bcea668e150aafac9","male","yes","caucasian",7,46,89123
"948ddb85870874f2d42ffcd90dccbb","male","yes","caucasian",6,25,6877
"70f34a3aeeea0218b4f046b1e380d6","male","yes","caucasian",7,55,10014
"24e2bd516b4870cf6263a0bb6790d0","female","yes","caucasian",5,42,90019
"72a24a0b46177dc5e10c994fafa983","male","yes","caucasian",7,55,1002
"1af22764f3c342ef0d63b89557943c","male","no","",1,67,33764
"930f27470953d62bcca89594a00ef3","male","yes","caucasian",5,44,62025
"9c1ceb727dc8acbb9c8630d5ad90c4","male","yes","african-american",6,46,76155
"e548cf5336961f2963e6e01184aa38","female","yes","african-american",7,51,91711
"bc38d2fa817b47b1ffdffd640b2d34","male","no","other",4,45,10024
"85edb1dee3e7746949ab6e30935b67","male","yes","caucasian",2,36,2145
"7942df65659658f29e8f7e039d9458","female","yes","caucasian",7,40,32901
"3bc8bd2c2128b6ddadf1cdb4090f9f","female","","caucasian",7,74,33418
"","","","",0,0,0
"a752aff2f1f775c1fa24d47ff9c300","female","yes","caucasian",6,33,2474
"0d842613d1831a7efd1e826fa1f377","female","yes","caucasian",6,53,80303
"bf4a4b85d519257c38d186a2cd7340","male","yes","other",5,53,96785
"53de930b0922213c23cce7d6c6cc40","male","no","caucasian",7,29,10462
"ee545793c4d8afe209812af9b561af","female","yes","other",4,22,90025
"9abf87fe7cb49f3a7b4ea425b8bcdc","female","yes","caucasian",4,32,33145
"d1be0122f2a539be9d6e6c8ed59862","female","yes","caucasian",7,48,15208
"ead9f6e425a965bb433170f0fce194","male","yes","caucasian",3,25,53566
"22eed0b09ea94e462bea83e878aa18","male","no","caucasian",7,26,10032
"ebb8e9bb3f695f4c082ab483e6ec82","male","yes","caucasian",3,0,11976
"4d6f9d35d6931935ce6ae13a2e624d","male","yes","african-american",5,45,74106
"0f647122ddb3aeb2104130ca86fa1f","male","no","caucasian",7,40,2139
"093ba990e25503d40e176945420e9e","male","yes","caucasian",6,69,32835
"5573ef43836d4f53733c925fd8f107","male","no","african-american",5,41,70119
"ad7e78fa1aa4bd1a5d188960713346","male","yes","caucasian",6,42,80301
"8f33a9183db5db768a9efce3ae3ed3","male","yes","caucasian",6,62,8816
"4131efb5c1785234b51e94aa26f51f","","","",4,0,0
"71c4e5f58b7e6c8db1ea8927e6f83b","female","yes","caucasian",7,35,54481
"6b6ba7d4548e901ffeda563930be7e","male","yes","caucasian",6,29,82009
"284c5f4c3d473800ae6af20ad807b6","male","yes","caucasian",6,29,90035
"4929e4c6d5e20679fcf6a8a23fce3e","male","yes","caucasian",5,34,48091
"3f49c3ecfd625df4ec2bea747f5738","female","yes","caucasian",7,48,46055
"b72167e39c625de9fefc94776685db","male","no","caucasian",3,31,0
"4cd43bff9326854bad31d63b1a3db5","male","no","caucasian",6,38,94040
"3a020704864b7fd06a3ef9d30202f2","female","yes","caucasian",6,39,22203
"1971c84bc027baf9a850d7e4c14457","male","yes","caucasian",6,25,10027
"f588d00d1aa8cf164b387a4af160b0","female","yes","caucasian",7,39,85224
"1391c5fdb3fbd56fc86ff563386593","male","yes","caucasian",3,48,95120
"4a83b3ce7d2db4f26eb9a3ae92a70b","female","yes","caucasian",6,26,40205
"340e4c56524465ddaadc1d7eacda16","male","yes","caucasian",6,67,59404
"99a0943f93c2fa80f9d8cc337ec355","male","no","other",5,45,56716
"acbf79687e247a71f25fadea3bdc01","female","yes","",6,44,98105
"7f18e1a9777db09de21a7da364147c","male","no","african-american",7,31,6511
"229bb93b064ef833589e1620fc8c19","female","yes","caucasian",4,57,94022
"0f522f27b41f55acc14945113a3806","female","yes","caucasian",6,41,98225
"68b2a4a56e9be136cdb3e36e0d7292","male","yes","african-american",5,60,10039
"665a2539f898343fa76a9d8308803e","male","yes","caucasian",6,34,19146
"7a28cf857ef8f2b1c9786c1d01a147","male","yes","caucasian",5,38,22902
"a4b5b0afa22bfa051d21d2c6783ce5","female","yes","caucasian",7,45,97123
"47a34b21b25894a1770b48dd1d1830","female","yes","caucasian",6,79,2468
"c082d9db08e03d48c546dbd6d753a0","male","yes","caucasian",7,28,53154
"d4889900b12dcf82cab77c8b7b2de1","female","no","african-american",7,0,20003
"880a234753d54ed7ac734322e50d0a","male","yes","caucasian",6,33,80210
"73b09ff1e6bdd9a1669935fddb3ce2","female","yes","caucasian",7,17,46228
"9514b5b9312a123ffafd585ffccaa0","female","yes","caucasian",6,33,55057
"234d3276c2bb5864d203beab3f8b40","female","yes","caucasian",7,43,55424
"cd3e1a5703134bebae2f479718a91a","female","yes","caucasian",6,40,77845
"f57ed0dab29ddbfb542b05c9d411d6","male","no","hispanic",4,38,6902
"dddb962e95edcfe8c7a3bbfb79344e","female","yes","caucasian",5,25,45215
"e23401fd376c2dc3e4b71dd03d6ed9","female","no","caucasian",7,42,0
"e23401fd376c2dc3e4b71dd03d6ed9","female","no","caucasian",7,42,0
"3fa591a748f215d53623f28eb49057","male","yes","caucasian",6,50,98329
"df15f44af5c42d69fde821d9447d38","male","yes","caucasian",6,27,15201
"3ccde358f5a26c7f1c00368efb6bca","male","yes","other",1,26,55555
"de325b39ef425b9710bcecab8323a3","male","","caucasian",7,28,90039
"2cf4ccc42c79ddf649ed800b761919","male","yes","caucasian",3,51,31907
"5c272b7deac2e4ef7a27be85cf6767","male","no","caucasian",6,47,0
"5000a5e25d449f33a24f4debb60922","male","no","asian-american",3,31,94158
"136c7d0d76113731dc9b4c5faddb71","female","yes","african-american",5,41,2842
"8cba6ff0a8160184594f43777ab6c1","male","yes","caucasian",1,17,0
"136c7d0d76113731dc9b4c5faddb71","female","yes","african-american",5,41,2842
"8b65c7f6e957d54e061bd86d129b89","male","yes","african-american",7,33,42071
"43bf584b6c7cc28f153cd7db8bd5f6","male","no","african-american",7,55,30305
"c482c735cf22f2fc011e8f3554bb63","female","yes","caucasian",6,33,90013
"2eb6874f8537224fe5ea230e34b887","female","yes","caucasian",4,45,55105
"aa19a3babad96a25e38fb1dc02c606","male","no","caucasian",7,40,8540
"80a8bddf721e59b7b92e9f3d68866d","male","yes","caucasian",2,42,10014
"acb3c5cea86a80dc05eb10f0263db6","male","yes","african-american",7,25,7410
"c7fce64e43b2d14516f6b0be3c7563","female","yes","caucasian",7,53,12601
"d5d1290bab60847828965bc09688d2","female","no","african-american",4,38,90024
"5e49708ab7e90365d1b7036751fb80","male","yes","caucasian",3,43,89511
"6fda0e83074647d89db4ea47acdb93","male","yes","caucasian",1,37,77005
"4ab84d282bac264a8c5155c45fcaf4","male","yes","caucasian",4,34,55106
"ef8cf5835c76b47fe92febcaf9241e","female","yes","caucasian",7,19,35222
"859a8522e1992c13675481bc21edcb","female","no","caucasian",7,42,0
"08c2bba76a74b4e4c75d6532aba335","male","yes","caucasian",7,61,98144
"cada2932857f40e369c21a2a6ad63c","female","yes","caucasian",6,42,27703
"e6ab29e6de4f1ebe93168dfd34a250","male","yes","caucasian",7,21,90007
"0ecc98f4481cc1e8950d9bcab92f75","female","yes","caucasian",6,38,11225
"3e79c1926827057687f493cb6eee8c","female","yes","caucasian",7,64,56762
"b4b92d1d31a399bdfaa5f97bdaeabf","male","yes","caucasian",6,41,97213
"c5780fcba7f56186ef196a501180fa","male","yes","other",6,35,97239
"3171d6d534e05b9c5f655f9829df77","male","yes","caucasian",6,42,85249
"0400512c6cca53760d91ede13bb5e1","male","yes","caucasian",3,32,97219
"ddcfebf60684148234d1e2eb467359","male","yes","caucasian",7,30,97206
"8907ac0b338f8a907948066950585b","male","yes","caucasian",2,52,49286
"0c48856beee0b990ccc44636f020ee","female","yes","asian-american",7,36,90405
"8ff25ba2c1ac4a9492a6a03be6c428","female","yes","caucasian",7,32,91101
"b4ed92a68b1ff3d26522fb3127ab81","male","no","caucasian",7,65,94117
"289e80676cba391a09559130f3d765","female","no","caucasian",7,37,0
"4c41cc30360ba7ee2681d465c20f16","male","yes","asian-american",5,22,20777
"c032ef20ff03877fd187925c045d42","female","no","caucasian",1,36,10029
"4c41cc30360ba7ee2681d465c20f16","male","yes","asian-american",5,22,20777
"797068a85b19995c0ed37dd087c02a","female","yes","caucasian",7,25,95616
"ea0684cbe3c11441e104326dcdb60f","female","yes","african-american",5,44,7087
"99004fb233250ce9e4ee69a0755185","female","no","caucasian",5,35,0
"3e419712131e888c28d986421364f3","female","yes","caucasian",6,26,19146
"be9186a173c8f7c60743b695607cae","female","yes","caucasian",7,34,90066
"d22e13e7b8356882ce4ae18d886a04","male","yes","caucasian",7,38,23031
"64ce6dceec0eb315d3299ac81accf9","female","yes","caucasian",7,0,27513
"7068ffe5ed95d45834c544aff83b27","female","no","african-american",6,38,11238
"49c7c9ffa6773e87b4bfb0a12e9772","male","yes","caucasian",2,34,10023
"599b33899dd47144527cc0bf8b14df","male","yes","caucasian",6,43,7002
"84bc1d6457df5d472b2b5eb8e4d788","male","yes","caucasian",4,0,60563
"8209e0225ebd957dbb6970f23ce46f","male","yes","caucasian",7,28,10023
"91decff865ded5cda2a348825e5479","male","yes","caucasian",7,18,7039
"a287192b3e8788361da9bf27c1adce","female","no","caucasian",5,23,96782
"7efd348e9c46c3057281d14522b638","male","yes","caucasian",7,55,47401
"2a9018ecc80af504b18df2644498de","male","no","other",4,27,27510
"c0e39ddc4092cfe2b95658aefee977","female","yes","caucasian",6,38,66214
"43748600d88dcf6d2428310c0f3ae3","female","yes","caucasian",6,39,84097
"ca29ac6f18da55ae2891b5bd51fd52","male","no","caucasian",2,37,20433
"2d0655c7d9feaca1f1525d57da5278","male","no","caucasian",6,31,0
"d45bc7bae5f4550ef6c0a5f0d2082e","male","yes","caucasian",6,57,94549
"4c510c5c7ae374bb5f133b8c738e4b","male","yes","caucasian",6,53,3909
"756bb5e3a93ac2c877ec62269e8b02","male","yes","caucasian",3,30,27510
"c3835dd1dafdc87a378a612e5c12c3","male","no","caucasian",5,46,2100
"1c78886c042423eb6e39487e496462","female","yes","caucasian",6,21,97034
"690907f90f6d28e6af29fed6fcce46","female","yes","caucasian",7,50,45005
"e7254b3507a3059b489ee7ecc8ad59","male","yes","caucasian",5,29,37206
"7f8177bc78efa54c6de29e6095faa3","female","yes","caucasian",7,29,20003
"0757c95a277c19c0aa4ccdba5e05cf","female","no","caucasian",6,58,11746
"","","","",0,0,0
"","","","",0,0,0
"0757c95a277c19c0aa4ccdba5e05cf","female","no","caucasian",6,58,11746
"16db1aa0b49023ea9b071fc5310b47","male","yes","caucasian",6,28,11218
"b5966d66716513fd13a7d220fff88e","male","yes","caucasian",7,45,98103
"51f4e4671df42f5d0b3913dfe36f73","male","no","hispanic",7,57,12065
"63d2daa06db4975c7a1a108bd3e146","female","yes","caucasian",7,38,2038
"f3b385e8e3a74ba9e3e02293c15ff8","female","yes","caucasian",7,0,44074
"95d167ee7ef0caf73aceb54c62d99c","male","yes","asian-american",6,24,10029
"45828facb3b708e6db9e272cfdee58","male","yes","caucasian",6,42,10024
"f99a3bdbe85f985c27b27e07cbf7eb","male","","caucasian",7,21,1610
"9bd7df2164821adecc31ef34d34176","female","yes","caucasian",5,22,95616
"cc6d5cc1d40a04cc22579657adce5c","female","yes","caucasian",7,33,19194
"df64245fa17735cde4518289554933","male","yes","caucasian",6,23,19123
"98ec7b00af009a8066ea0eb9dfd6fd","male","yes","caucasian",6,59,32601
"fc9e23aba727bc0387ac1e21dc79e9","male","yes","caucasian",6,23,77027
"4353bb8cdb42faaf9a80cc430d0a13","male","yes","caucasian",5,10,37604
"9c66dcf461253de7a9847071c5cec5","male","yes","caucasian",6,59,19096
"facf83d7a1d91becbf076c28cfadfe","female","yes","caucasian",5,40,98115
"7cea7ffa7ba72b15b63197f167e3d9","female","yes","",7,21,90201
"72ba8e6e87d84b219867a5ece38d2a","male","yes","caucasian",3,17,92260
"a94517e881b077117ccd0e70e792cd","male","","caucasian",7,40,20008
"32f9492f87ae5ce982b036a0817921","male","yes","caucasian",5,22,10960
"a36a6805f6cec11806bd792d9763dd","female","yes","hispanic",3,29,20009
"a6f157965512e696298633c5f964bd","female","yes","",7,50,52253
"a9ac81dcfeedde35c997ba2c02189b","male","yes","caucasian",7,31,10804
"99e456b86a8ffc1ab4c00bc38d9273","male","no","caucasian",4,46,0
"9c4881e577a92a9d124d2e4293cde3","male","no","caucasian",4,20,2170
"3c272e48d22380f517641d69f59c0c","male","yes","caucasian",6,46,78759
"b07765134720c4516ebd1cf1b367d6","female","yes","african-american",5,75,30034
"409a1f04aa8ce2755dce358855ab90","female","yes","african-american",5,47,23322
"a87b49461416f073585e1171567e62","male","yes","caucasian",3,33,6450
"7010a88b537a3c5b253d2dc7e34f70","","yes","",4,0,0
"beef720f739164720512575020663c","male","yes","caucasian",7,31,19147
"831ddb959ef389e822f467a01b477a","male","yes","caucasian",3,30,92105
"5696a415ca05b59d42323821ed5ff2","male","yes","african-american",6,32,6037
"1123dde23e9b773070f3dba2cdfb75","female","yes","caucasian",6,30,20850
"018f83875dc22b6a9a5815aa0dd207","male","yes","caucasian",6,62,14222
"085349c785ed9279e94df6676386bb","female","yes","caucasian",7,17,92211
"74d055b10e4508f464a421cf0a375b","male","yes","caucasian",6,44,3905
"533daa1515f1aa9bf91f8f614c46f9","female","yes","caucasian",6,31,2141
"d05b344141aca6d89b863a2d8dc66a","female","yes","caucasian",7,58,53209
"2c90288e9e3053b173871bcbbc7e65","male","yes","caucasian",7,37,3256
"a675506d56a4e13a94501aa37340f1","female","yes","caucasian",7,38,11201
"ccd3fb51c6b66ecd1ec502512eec1d","female","yes","caucasian",7,21,22191
"8bd00435b83d006805ba99004dce96","male","no","caucasian",5,16,33330
"0b07eba22e91f97cca3e72287291cd","male","yes","caucasian",5,35,12180
