"confirmation","gender","borninus","ethnicity",politics,age,zipcode
"298d7e7c5d2c5d5e129f266228458d","female","yes","caucasian",7,22,8054
"3e50e8507ca1c148ed11b372074969","female","yes","caucasian",4,18,89451
"f9d9912261ccf146e5bc83ed2d9ad9","male","yes","caucasian",7,62,95073
"45bb8e63970d9e4a0ab1259bf3f0d1","female","yes","caucasian",7,50,10160
"22c8dfa674cfefbe5479de54aed1b3","female","yes","asian-american",6,17,98335
"6bfd1715fd1aeafbb3aa01b596d2dc","female","no","other",6,45,2204
"602985d8fc8ccc1476d0c7d12c3c0c","male","yes","caucasian",7,51,33549
"","","","",0,0,0
"e3dc1967ae1f7a3f84eae3bedb17f2","female","yes","caucasian",7,31,30317
"f8b5166815740a7479f61d0eff17b3","female","yes","caucasian",6,18,6475
"4e8e5ae9772db9a7838dbc4781eba3","male","yes","other",6,46,90232
"495391982297ae1d263e693818fc9d","female","yes","caucasian",7,62,92025
"dd765f80c0343831ce8da130d0c6f4","male","yes","caucasian",7,33,2453
"c624d064f6e13c3b496ce22d0a3a26","male","yes","hispanic",4,16,92211
"070b152a28bf2c799203ea72d0a326","male","yes","caucasian",4,25,27526
"dd765f80c0343831ce8da130d0c6f4","male","yes","caucasian",7,33,2453
"cdf38832bd76b040a819c3ef5f8fb9","male","yes","caucasian",5,50,70707
"3d153882681354daeb1c3ee773ab31","male","yes","caucasian",5,18,44118
"5def734d1ec6893de8da8d2e271de7","male","yes","caucasian",5,34,28203
"8360475736ab9562dcec9aa22f7f56","male","yes","caucasian",7,61,78722
"6fab889388bc346be832468aa72db4","female","no","other",6,18,2142
"8cba6ff0a8160184594f43777ab6c1","male","yes","caucasian",1,17,0
"d130350b3fda6ec59b542f1555a277","female","yes","caucasian",6,39,98102
"7eadd7c63f098a8011cbc6a8fb5cfe","male","yes","caucasian",7,0,46530
"8bc45bc495e2b738312b80d7512b64","male","yes","caucasian",4,39,78748
"ca9def22c8361bb28da076db29c072","female","yes","caucasian",4,49,18052
"8a37fd0c6da3d082cd812d16e5b1d5","male","yes","caucasian",2,27,54665
"d4ecb6e1cf42a8a7cdac56993b0024","female","yes","other",7,32,2906
"660f18e31684929fd4c7787d35e2cf","male","yes","caucasian",1,30,10956
"df2e05654da8e1df5a4ada807f4964","male","yes","caucasian",7,47,0
"c1899d4ac71b7ab3761c1a16eb909a","female","yes","caucasian",7,35,98106
"772a85c5ff221f676e7c60c76a876e","male","yes","caucasian",6,46,94510
"c56e9f3a6b64869260739fe3bf2328","male","no","caucasian",3,27,20912
"015d9196f5dcda2e578071a933331a","female","yes","caucasian",7,25,6457
"9061a8303de945537e1f4c82d8bd0b","male","no","other",6,39,20816
"e2f64208cb797e7dae69ef6790f0ac","female","yes","caucasian",7,21,38117
"5efb8c093f680ca04f86fd083dd6e0","male","yes","",7,26,4074
"5efb8c093f680ca04f86fd083dd6e0","male","yes","",7,26,4074
"511bcaba6d2af4505d735c5469ceda","male","yes","caucasian",3,20,6878
"4ec0c26543915238644bdc5789f659","male","yes","caucasian",3,17,92211
"a0d293f3211374a63cca9e45391c17","male","no","other",4,17,0
"d01b4e9902f0d618d0ca1020b55135","male","yes","caucasian",5,16,92211
"7b0c8ecf2436863d6bc2817a1b508f","female","yes","asian-american",6,29,61821
"23ccb3dfb65c1afbb5b4e9f8d85ba2","male","yes","caucasian",4,26,98116
"7ac649738c5adef2ecbe1ee7f88f4a","female","yes","other",2,17,92260
"dfdf484e0480045a1e77de71f764fa","male","yes","caucasian",6,41,53704
"f568906559f8b500032a0adb91a27e","male","yes","caucasian",6,23,60201
"7ce4f29d59329de082ce63036ee60c","male","yes","caucasian",6,23,61281
"26d7a52adfbe2f6677a4de0787acdf","male","yes","caucasian",7,23,10011
"763c3ba28a42d4d4d3f31b3399ee2c","male","yes","caucasian",6,23,60202
"48002740febd44d8291343a9aeb6e4","male","yes","caucasian",5,36,98121
"efe07c93e9df03981b2b1b2ee63b67","female","yes","",5,35,97477
"","","","",0,0,0
"31980dc03794eda4e41a76951b5842","male","yes","caucasian",6,62,27517
"41138563d47802aee179a400808745","female","yes","caucasian",7,51,22902
"2c367f0b13285a934c60a75a53f02c","female","yes","caucasian",7,53,78155
"c0ab90adf179c792cab8622dee9896","female","no","caucasian",4,26,8805
"8a2072ac226c53f146b9f10223b8bf","female","yes","caucasian",6,52,70802
"33412971b522e75faded48b3af97b5","male","yes","caucasian",6,38,40507
"72a196c9de50569ff8e4710a63ccfc","male","yes","caucasian",2,42,16801
"06b567c3070d7a934f0eff5571bebc","male","yes","caucasian",6,17,92253
"4f3601723d878138f138eeba22bd6b","male","yes","caucasian",4,54,30322
"396ca248c237b0c96d380589638e56","male","yes","caucasian",6,24,11375
"ce94d779dafe085d28bd33a5e5b691","female","yes","caucasian",7,34,94530
"9893af2a63f69a4c43a3287b8e0ba4","male","yes","african-american",6,33,48206
"5bce5d20291bd8f200a567347cab45","female","no","other",5,23,10216
"79681ddfa9240f870a2c82f92e4b17","male","yes","caucasian",3,25,14850
"73401e5abea8794d2ec1d066827af7","female","yes","caucasian",6,25,10026
"af71124e6bbfbe643d41a696e64076","male","yes","hispanic",7,21,92801
"d0d589dfaa66de96f4f9f523ee7cde","female","yes","other",2,17,92211
"e30634a839413cc392979ef7808213","female","no","asian-american",6,39,91730
"550d0c5b4408dddc936949ec62b927","male","yes","native-american",1,53,92108
"d0d589dfaa66de96f4f9f523ee7cde","female","yes","other",2,17,92211
"70714989df39120e45dfd7393bd93d","male","yes","caucasian",6,27,94110
"185655b0a24a3590a949e5b8eccfb3","male","yes","caucasian",7,17,92203
"","","","",0,0,0
"4c24edec235cd20d4e428f2766dc65","male","yes","caucasian",6,53,7030
"6a6feca4a587462ba2057a1318b9e2","female","yes","caucasian",7,26,98103
"56efc3a2831959cb9ad3ce66aeec3a","male","no","asian-american",6,27,94709
"99029d50c065518c4d8994ccb7fbfe","male","yes","caucasian",4,25,84057
"334982fc3b3cd02815af15d7722b88","female","yes","caucasian",6,28,78722
"8f59ef555a112c771ae04c29ba575f","male","yes","caucasian",6,27,92277
"f69eca4aef125eb5b0faab0d9535b2","male","yes","caucasian",5,34,31406
"c71c8d101a7dc666e721d01f6569f1","male","yes","caucasian",4,26,92277
"70b1b90cd8538ebbcc454861c9ed42","male","yes","caucasian",6,26,11101
"f084a1880988491641f00fe1908231","male","yes","caucasian",4,54,60642
"47740b994b56798d0122067bc4c805","male","yes","caucasian",6,45,90049
"307a5acfabca83ce7ccb7fa8bcba87","female","yes","caucasian",6,58,10025
"94afb10336895c64b0cdcfae6ca65b","female","no","caucasian",7,57,0
"66bdcd9d2b96dbb698031c4a1a2e73","female","yes","caucasian",7,33,20814
"0248eab28fb55a63a21682c97b2e25","female","no","other",7,24,20036
"98cd7b07cacd98a0164000393e743f","male","no","asian-american",5,50,70124
"1aa81d79c419c6030bf1bf0aa158d2","female","yes","caucasian",7,17,94556
"d171ffa359172a3ddb53b74c6a7fb2","female","yes","caucasian",7,63,35054
"6ce4f60a76e37f160d747ab2ee74f8","male","yes","caucasian",7,46,95497
"bce36e5ea20eab9d714298c69145ce","male","no","caucasian",6,63,94941
"7e3cf8ed1da4f5cdb84f229650fd8b","male","no","other",6,0,0
"2a3206bd2f9db066c0dff077993517","female","yes","caucasian",7,29,96160
"bad60409885fa909c7a69391b7a3e5","male","no","other",4,46,0
"22dee4728223acf6a6c0914c99783d","female","yes","caucasian",4,17,92260
"229727f00da97fd7d03bb4e602df58","female","yes","caucasian",2,29,989
"333eab362bbde87217dcb6b11f4e0e","male","yes","caucasian",2,29,75010
"","","","",0,0,0
"98829199be077e6c27ad01f281496c","male","yes","caucasian",5,31,59270
"fb40e9e6de1b75f26932bb2d221bdb","male","yes","caucasian",2,54,94526
"ddf441dc14903e42424080c3af39c7","female","yes","caucasian",6,63,10025
"9623acefae0211b8167cd6419d8e83","male","yes","asian-american",3,38,80026
"9b96dda0f2e003b2ab288cefd58ab7","female","yes","asian-american",6,36,2472
"2ffca8a852d878ef198e0623d97166","male","yes","other",7,26,95834
"7671720a368789d58346801cc847cb","male","yes","caucasian",4,31,89701
"","","","",0,0,0
"1e448ac66913e40b2ac9ee70bc6c10","female","","caucasian",4,36,70401
"6b469654d48cd348d7872ac5b15e0f","male","yes","hispanic",7,35,11206
"c316242fa2cd697de4c06531c839af","male","yes","caucasian",7,25,84604
"2deb9257049b848dd30b17056f104a","male","yes","caucasian",3,17,92211
"64b6d9320f730409b1c541f6a96db4","male","yes","caucasian",7,19,86303
"6e6554c5ce6a8834c3fd99e366dfc4","male","yes","caucasian",4,16,92253
"0874b8c624745e4104170d7d359920","male","yes","african-american",7,35,75235
"72c663ebf510267a246a371f3ce125","female","yes","caucasian",6,17,92260
"6af553771ab6244b847242e9809b1d","male","no","asian-american",5,28,2138
"","","","",0,0,0
"","","","",0,0,0
"01e3ed79626e9e7144385784cbd48b","female","no","caucasian",6,17,92211
"10761bf76398e02d29c7964905d3ce","male","yes","caucasian",6,70,98075
"583a2da7805a1cd93545fa4a446caa","male","no","caucasian",5,27,6000
"342ac0d573a6b6526e76e4129026b4","male","yes","hispanic",3,16,98105
"dcd46045bb555f41ddff4c30c0f16f","male","no","caucasian",6,30,0
"3c66a3f9129040c6a6a6cdb245809a","male","no","caucasian",5,27,0
"43a67c4019caaf0c948d1673a43d29","male","","caucasian",3,18,21210
"","","","",0,0,0
"","","","",0,0,0
"d0c0b0776a3a1d26da3c6b76f8d0ee","male","yes","caucasian",4,49,94070
"c0acec91ece78ae36d8ed70fc8d2dd","male","yes","caucasian",3,47,2840
"0318bca002ecd12102f04c6fbe12b8","male","yes","caucasian",7,30,76012
"f83f3dd738eaf8921e01624c398bee","male","yes","asian-american",6,23,19146
"3ff85ad8b306493564ac0673440bad","male","yes","caucasian",6,25,21718
"1779df57eab5d20141042f0bdc93da","male","no","caucasian",7,41,20016
"b88a0ab395c0b81cb09828c3382e96","male","yes","other",6,0,11420
"99cb7f8e3c5ee1589c46dfa5ca5d65","female","yes","caucasian",6,32,98033
"46aab664659f524ac3087780d75755","male","yes","caucasian",6,0,11372
"6c49fbcb1b7cf2e24831914a508a86","male","yes","other",5,25,11247
"1ba54572ef3df1d60c34972c06cf8f","male","no","other",6,28,560105
"4b7a413c085e20bddba69ae207e5f8","male","yes","caucasian",6,0,94116
"2d350f70e44b82f4a41375dedac902","male","yes","caucasian",7,44,59806
"99d1ae131e0f421b591071b92418b6","male","","asian-american",6,39,10282
"b35b901276ae526aebb0bb90ed5c96","male","yes","other",7,33,94107
"2e2b16f4899d0706bd991dc0cad7bd","male","yes","asian-american",7,21,89147
"","","","",0,0,0
"6451f8d16416eeabf397935dac9d78","male","yes","asian-american",6,28,10010
"7bd402a1cdd0635671565a9b634b59","female","no","caucasian",6,30,20540
"1544399f590676abc91129d7c6c8fb","male","no","caucasian",4,43,0
"8d29e4ee4a95587abdf40228d6ab15","male","no","other",6,22,0
"2f31f9025824df3d6544cf8cb887c8","male","yes","asian-american",6,25,0
"9ef19f11f8cbee72ec9ea56237120a","male","no","asian-american",6,22,94305
"5e6d19722d49994ba8c38c00b285e3","male","no","caucasian",4,20,97341
"73e1beafd25d5ccf256c31930fff4e","male","no","other",7,33,8901
"2e75335f778415d348e059154a764e","male","","caucasian",7,45,68124
"7df6b88644a894c64dd6fe58a588dd","male","no","caucasian",6,65,9010
"15f33712e1aa0ffd5e5f6f43623ac6","male","no","other",6,22,247667
"","","","",0,0,0
"","","","",0,0,0
"89e9cb91edcc29f32573960234f264","female","yes","",6,28,98118
"b229c44528f6b92a3b244a126aa20c","male","yes","caucasian",2,51,93110
"4443ba8a972a83f569ed3c434692d8","male","no","other",6,30,0
"","","","",0,0,0
"e8bdd682875b6984408d44b6dcb2b8","female","no","caucasian",7,17,0
"585171abc504760378a15de476a656","male","yes","caucasian",5,27,95993
"bda5da52da34c5070e6151adbce740","female","no","caucasian",6,29,0
"09d1cad0fbd5557851de4d69ac7e56","male","no","caucasian",6,34,176
"16dc99f817715b8883bdc5afbfdaa3","female","yes","caucasian",4,24,6511
"","","","",0,0,0
"d07547e53b759ec2685d8b08b8ee1d","male","no","caucasian",7,18,0
"214d123d592bf544afa207d2b28fa0","male","yes","caucasian",7,57,48071
"de8ca2a873026605d93d63f7d258c0","male","yes","caucasian",6,44,45243
"f06b888b2f9e52abb7c94bccbc8b0c","female","yes","caucasian",6,54,12205
"d07547e53b759ec2685d8b08b8ee1d","male","no","caucasian",7,18,0
"77a5b6cbee1e9b921809d3cb24f053","female","yes","caucasian",6,28,5401
"bfade5baf64c892e04eb4acf5e29df","male","yes","caucasian",7,56,27549
"dcf25d277f960e75fce0b989494068","male","no","caucasian",6,26,94100
"cfc6e256026e3bf423f37536d38979","male","yes","caucasian",7,35,15203
"13417e555940a2efd73b6d388e8365","female","yes","caucasian",6,20,95487
"855f32ece66905a46782f33fe41a2a","male","yes","caucasian",6,42,7080
"3042a42e501bbd1cd44b9ab3dc1060","female","yes","caucasian",6,31,30030
"bd983bed4a6d67f5df34f90c89d60d","male","yes","asian-american",6,36,10001
"c8cdabec6fe88a6ddf63fa621175c3","male","yes","caucasian",2,46,35811
"b0dc2dde19d3af4a3ad50287b30e17","male","yes","caucasian",1,45,65201
"f76295c117c0c7bb63f7929791beb9","male","yes","caucasian",6,50,45601
"0c753d6f437a3f6152d5dd169e0a3a","male","yes","caucasian",6,46,7006
"2bff97b1ee029f8c2390587e286e91","male","no","hispanic",4,27,11201
"ae5f37e3e6eddb1a28d4076b59774a","female","yes","caucasian",6,59,49006
"707a6cbeac884ceec678d0b758c862","male","no","caucasian",6,28,8536
"1c79961a05f77e11cb5da11b1e0ef0","female","yes","caucasian",7,53,23602
"a20dc300ac95ac8deb85b87ba46307","female","yes","caucasian",7,39,11743
"b6c625fb8676f1eeca6ec4750a32b9","female","yes","caucasian",6,17,92253
"9dabada84db6f92250a993f814d5f4","male","yes","caucasian",1,35,30132
"2041162eab4623214a833cf92a6ee5","male","yes","caucasian",6,0,0
"3326de2d0dbb2dc24a93d6f9a5a1da","female","yes","caucasian",7,53,32127
"11295ce6fbd64c98cc440abdff97f3","male","yes","caucasian",7,31,20010
"c98f62cc0c14ee6ef87cc607af8c03","male","yes","caucasian",6,32,1222
"50ce25f64902cda97d648b01589f5a","male","yes","caucasian",5,53,68005
"2f0736213961c0f89e3f50dfe4a3a2","male","yes","caucasian",3,70,6016
"4417450a58b298f7cdefc04e43fdc6","male","yes","caucasian",6,36,60622
"c07600bfba478cfd5edbd7b92fda49","female","yes","caucasian",5,47,10010
"fe8b740903d77a4b3396e7b75b2e8e","male","yes","caucasian",5,32,21230
"57884fd048c1f08fc3425be2ba028b","male","yes","caucasian",6,27,19102
"a330b6b277ced9b3741d09aa5dc5b4","male","no","caucasian",5,41,919111
"59621c34eb3f420e2420ca1ebf1fa9","female","yes","caucasian",7,57,46032
"8c3beee1d4400ec68822d183f1ee18","male","no","hispanic",6,32,10021
"57a4e2aa269b8fc5433148e12715a8","female","yes","caucasian",7,63,3245
"c7fbf2977a18fe4bb1f2dea2eeaaec","male","no","caucasian",7,25,0
"38518dddd707999eb436196f2b7b79","female","no","caucasian",7,32,0
"5caea01d3139a5cf761b39b7f4bc68","male","yes","caucasian",6,45,2888
"9603eeb8cdd162e4a53fcdc5004ac5","male","yes","caucasian",4,44,49682
"cb5581824a1f8b642b3bc4b02956a2","female","yes","caucasian",7,55,46208
"b8ace726fefaea9394835d6b5529ae","male","yes","caucasian",5,48,10023
"219e0477fb7b5d52b39162e49282fe","male","yes","caucasian",6,67,7901
"8d5531b0c60c0b233b52420d425564","female","","other",6,61,96821
"e6b15504d575e64eee7db28ec8c564","female","yes","asian-american",5,25,2135
"8d5531b0c60c0b233b52420d425564","female","","other",6,61,96821
"abbd3731649ced6e33304de39afb57","male","yes","caucasian",6,57,2186
"24fc02864b1dc69a03a258d645ae0c","male","yes","caucasian",6,27,21093
"2459c7283ec6e099eb85b4e51ba625","female","yes","caucasian",7,31,85719
"052756a74dcde072813a6740c86b44","female","no","caucasian",7,54,27540
"4981b41d297b96dc3f8b015665832b","female","yes","caucasian",7,35,24060
"","","","",0,0,0
"cd3113ebeb03ae30c20431aa18995b","male","no","hispanic",5,50,10022
"93252b2cef69b24276cbb0ca817530","male","no","caucasian",2,26,0
"107f844da641604573c292eb10b07a","male","yes","caucasian",5,29,78758
"1d2bde9022435b353eca21a8a9792f","male","no","caucasian",6,42,2138
"b95fb3576cb6566b6aa5e845985358","male","no","caucasian",6,29,60615
"8aa2ee923576f5daf6988f8486baa5","female","yes","caucasian",4,35,43338
"de4a7981866676393c5d5ecf159327","female","yes","african-american",7,27,48188
"ade8fbc4ed5ddc6d38742853ede291","female","yes","caucasian",7,56,29678
"f0ab9785a8f861a009233d92319e93","female","yes","other",7,54,20754
"abd2dec9308e87834eac5b17d0ff09","male","yes","caucasian",4,0,0
"91c48b2d063cb31b2c7dfcf708670e","female","yes","caucasian",6,71,94530
"2e6198d9c5d9db3469fae92e98177b","male","yes","caucasian",7,28,15224
"24435873822f7916e0f59052c5bd24","male","yes","african-american",7,41,11210
"274037e4f63200cf6cea232f53381e","male","yes","caucasian",6,44,32259
"446dd6bd6f8554cd065f27c4030b69","female","yes","caucasian",7,28,22812
"934949dabddf709e29f943f3af7aca","male","no","caucasian",6,0,0
"fb45f32ce01df0ea3cddf2c980e23b","female","no","other",7,32,1218
"88cc823e60f93be3c11530a6e94051","female","yes","caucasian",7,60,30030
"de9d3dd52e2c34ddc88d3c10ce37c0","female","yes","african-american",4,35,27603
"07e51e4be40104e64d40af2e4ffb17","male","yes","caucasian",5,49,10022
"3b21985852abf88ddc92ee8066370e","male","no","african-american",6,51,20781
"68b0731676e2894cfd05465b21f8fb","male","yes","caucasian",4,0,19102
"9c38229c044a5d9f8d7c743cf24fd6","male","no","other",7,21,600036
"30dafcb546178779014ecefb720bbb","male","yes","caucasian",5,27,53704
"9a81a328f1b9e407612dfc3d19ade6","male","yes","caucasian",3,48,12054
"72d27b8f844fca14ba25e4c4d07d0b","female","yes","caucasian",6,58,27834
"929784228694e3d80a315a14196627","male","yes","caucasian",6,36,11215
"925c34856f302d60ef9a00a76ba580","male","yes","other",6,37,11217
"b9789a036b10dd90e226f512f1c12b","male","yes","caucasian",4,41,55305
"106f487864db9d1e6b48d95ae47e35","male","no","caucasian",5,55,15241
"2e6309346c8491813799f4a5b10c90","female","yes","caucasian",7,50,7631
"1af40dcc02c5cb9e4d3e76cdc66a4b","male","yes","caucasian",7,38,17003
"3cf78c826d78cbb5218a7d99923196","male","yes","caucasian",7,42,90278
"ba3a48e34d2f553341735ee7620f80","male","yes","caucasian",6,62,23321
"f8b10f41c9444fd6df537886b5fded","male","yes","other",7,30,11104
"f8b10f41c9444fd6df537886b5fded","male","yes","other",7,30,11104
"4b9c59065318a079d2e78c5bf35234","female","yes","caucasian",6,43,50112
"0571283ee591b0f6dce828f34249fc","male","no","other",6,25,10708
"f1c91ea1994ffc165391b358cefb87","male","yes","caucasian",1,47,58466
"e1870ef7601d74013ffb15b457eba4","female","yes","caucasian",7,31,48103
"896a8dc30ae0bd8cd6c6d871d496e1","male","yes","caucasian",7,24,6103
"dbc461ccb200722124857e1c7411aa","male","no","other",5,22,10036
"7788e416d7b0c235f74fbfca7962fc","female","yes","caucasian",4,50,20003
"c630bd8085b83d4366ee12a09d3205","male","yes","caucasian",4,30,43202
"3a05ae30e06fd41ced143ffe2eab87","female","no","caucasian",5,21,25228
"5f4997c306ef12f1c84e22c2923ae6","male","no","caucasian",7,24,0
"006bb7b7f82de4606d616e5e89b10b","male","yes","caucasian",4,23,11559
"8e1197cff1ce6ef03a01f5fe0cf35b","male","yes","caucasian",5,49,44001
"6fe6ef612e59e5d678a3440b269246","male","yes","caucasian",7,30,95062
"4290f31440e43af236ef92d1c3b591","male","yes","caucasian",7,30,6269
"a5d9c3e76c9fce77c6c11a92ebccb2","female","no","caucasian",6,36,94114
"fb8e5d4320708cfd9436aac891550d","female","yes","caucasian",7,44,39576
"22f5a1772f25af57da4f12175d48ef","male","yes","caucasian",1,27,90210
"15a5d0d9ef200eea1da3805b14d4d7","male","yes","caucasian",6,61,93433
"a1df7e52c6822f0a07cdf81ff315ae","male","yes","african-american",3,47,20772
"f6beb3559d50c2aa3b82eca87d9551","female","yes","caucasian",7,42,10009
"82de85c75f8fcba3ca62646bcc032d","male","yes","caucasian",2,42,60430
"1d41c38dc765e81fbfbe830db568a0","male","","caucasian",6,35,32504
"30968fff8c3ef1693914f8be5d487d","male","yes","caucasian",4,63,36693
"3f5ce22d7753a45170983bc4487122","female","no","caucasian",6,21,0
"ad080c09a696dcb1abc789bb943319","male","yes","caucasian",6,62,97405
"6ea130674ef7ac20a34479ad080ea4","male","yes","caucasian",6,36,10001
"aaf35744b09273b8f38ec98d56686a","female","yes","caucasian",4,37,29690
"8d714bc0acde164d8690868b662ff6","female","yes","hispanic",5,35,95124
"55d1b22cf5141a04b87439be89aa04","female","no","other",7,23,60626
"412ca6cf835a2ab289e7862fcf67af","male","yes","caucasian",1,19,76205
"9ba5a2fe54365882d777aaec718df1","male","no","caucasian",7,29,10021
"98b2e4da26920edbebe2daa279e0e7","male","no","caucasian",6,52,0
"62f7fdb5f641d3af61f54507619c22","female","yes","caucasian",7,64,55429
"f6eb49ef4f0998295bd46ae09151ab","female","yes","caucasian",2,23,15217
"320e74d745575ae98324d815da8d68","female","yes","other",7,50,12123
"5506f0b89ac39ba4582d9e97271875","male","yes","caucasian",6,44,30101
"9ab5aa400685aa023b67937a7273d5","male","yes","african-american",7,33,10024
"f8820ad8b16ca71953c7b00b6137f7","male","yes","caucasian",4,44,30519
"b82ab0020dd001e5ab5192f5c66271","female","","caucasian",4,44,94610
"840cb143ccc599e6614d8ed8ef4fd5","male","yes","caucasian",6,28,11215
"7839c586ae5da55de74d63ec637dbe","male","yes","caucasian",6,30,20001
"4a43d03023dd63a4a37e9c8af0ebd9","female","yes","caucasian",5,31,2140
"92968c035eb289cb64a05508983c74","male","no","hispanic",7,41,0
"914509824a6667358a777a2ccd8c39","male","no","caucasian",5,40,90210
"871fe80a8fcbfca2c0acfb9c1e0138","male","yes","caucasian",5,26,21601
"4b7763c134d12cf44d2b6fe844eb95","male","yes","caucasian",6,60,54880
"0cb028e910efffe98f5ab0db19a203","male","yes","caucasian",4,26,10036
"ce4e6656e725cf296b6f5f1f10df14","female","yes","other",6,15,10001
"f97f614a790164270eef1090325e66","","","",4,0,0
"4d33521ffa0960ee845333b3b9d4e0","male","no","caucasian",7,0,2115
"e63ef6a87aea8d1ec99d821e7e8804","female","yes","caucasian",6,49,1810
"2b7714ff406ad584d4a87e0659a46f","female","yes","caucasian",6,21,44403
"56a69e782ecaa8737e42440baa20f1","male","yes","caucasian",6,21,10075
"2775c729b96ec37dec7efab079db8c","male","yes","caucasian",7,39,20007
"65e89c22729cfcbed7b789ad7b59a9","male","yes","caucasian",6,23,10012
"23b5e93be2b07f83db9ac4299774e1","male","yes","caucasian",7,50,0
"3fbe69c8d2a32493ca3c3a5a02a277","male","yes","caucasian",7,21,55446
"9771c82747e8f236ed5b44d9d1a40c","male","yes","caucasian",5,27,10011
"31f6a0c0ac5c852939bbf0390f5fbc","male","no","asian-american",6,25,98230
"eddc798e55d4397368bdd87915231a","female","yes","caucasian",6,46,19146
"2c9a20e17f7fe08e5a2395978fc462","female","no","caucasian",7,35,6268
"8fc99fb37bc37572d5f5aeca2c3e79","male","yes","caucasian",3,32,7003
"e2608262ce667ab7e6c78b07fefbfb","female","yes","caucasian",6,28,98103
"16084eeb1a0e2f3f4d478c4fbff714","male","yes","caucasian",3,29,25302
"c212e2f4f1ee6efb648aa818d9578f","male","no","caucasian",6,25,0
"3f753e1a7413b4876a485e9fbce282","male","yes","caucasian",5,40,60660
"6b5b3f21c274a63f48788eea4ea5bf","male","yes","caucasian",6,30,6518
"ff5fbd8ad4398b421f8ea97c3e59cd","male","yes","caucasian",7,38,45458
"6bca07bad55757ee79d9a0f46bfbe1","male","yes","caucasian",6,34,11218
"ca356f34466460aa581cc5b806eb7f","male","yes","caucasian",7,31,78704
"4a9c0f476dd0ae2a9a37d768669eff","male","no","caucasian",7,31,0
"7507a23bc43fe23a450fa7f169ab68","male","yes","african-american",7,43,94610
"e58d8b7b2bb2e39cc0c4e0d3a42a7e","female","yes","caucasian",7,36,1062
"7bbddc67208a5293a2810c2fe640d3","female","yes","other",7,36,94109
"a280d43da7bfda42f3dcfba2a4de95","female","yes","",7,0,64118
"de607362db35ad9a41ae913189f440","male","no","asian-american",6,27,94121
"34388cbcab2f31fe40b8d34f3fe989","male","yes","caucasian",7,25,14416
"f759100a307f034309fde9555aa955","male","no","caucasian",5,35,2906
"92227c4ca1cdf85825b9d0db34710d","male","yes","caucasian",5,24,73019
"0928774feafae36ea3582dca187f58","female","yes","caucasian",6,33,73069
"8443fe9f5350f5c2853f17da55aa68","male","yes","caucasian",7,25,43065
"a7a4a345e4f4e9f3017704fd4314e8","female","yes","caucasian",7,24,87102
"5a3a17d319c6fe46a694b4d3d23a13","male","yes","asian-american",3,22,63376
"f7c3402452ff31c0cb817ed8cd7fc8","male","yes","caucasian",6,51,2840
"dd85c2fd2c86913ee47348849ed739","male","yes","caucasian",7,45,11217
"21e912633f14f125d7c0511fa30b9e","male","yes","caucasian",5,23,20009
"06fe0123eb92bd05f5c99dfc381562","male","no","other",4,27,10013
"eef3feb314db4c0bdc8b144cfd3720","female","yes","caucasian",6,33,75218
"6ec919a5f857641ff8832f73c922e2","female","yes","caucasian",7,24,75214
"d15659bd764d4667300fff17b40445","male","no","caucasian",6,23229,23229
"57839581e77e0107b67e109d9d7e56","female","yes","caucasian",7,63,54935
"e840806acead812ba1944e509f8e51","male","yes","caucasian",5,21,61701
"160b4152a147cf746387498a64f6e8","male","yes","caucasian",7,53,7016
"aa39167aced1be16fa3a828a2b9f7a","female","no","asian-american",5,29,10065
"fa2da6443c24382de64f16907e0611","female","yes","",6,34,29407
"b5a6ff31f6a2ca84f9c1a7fafd8160","female","no","caucasian",6,52,98052
"f89e2edaf6a4f638744eac49c5b538","female","yes","caucasian",6,30,19147
"3591a9bcf85feee788fe52c098a237","male","yes","caucasian",6,37,92101
"176dd4874eb9dc9dddbd1df35997ae","male","yes","caucasian",6,52,94301
"dc1ab88c2e2285bd1a65fa9cec6692","female","no","asian-american",6,35,62702
"12a8c3499c17782f2fc1fdcdc743d0","female","yes","african-american",4,22,10001
"52960778af83cb0ac325590535d592","male","yes","caucasian",5,53,16125
"ea2536f6fe0093143166e5c3d758bc","male","yes","caucasian",5,36,91304
"696a8b5262bf3f4d001cae0356293b","male","yes","caucasian",6,29,20009
"92cc7b0962c2e48182a7907ae84868","male","yes","caucasian",6,28,19146
"aa2410408750935705ade3f4a09662","female","yes","caucasian",7,34,2318
"2d1744efc34a6bd9744808530d8e8a","male","yes","caucasian",7,70,14850
"2d1744efc34a6bd9744808530d8e8a","male","yes","caucasian",7,70,14850
"25b0a9eafebda6960ffbf53fe0abd2","female","no","asian-american",6,27,60610
"a7bd6964359fe0926ffb98026c5c67","male","yes","caucasian",7,58,54720
"4dbb3a97259d11b4112109cab736c5","male","yes","caucasian",2,35,97801
"f72310501799b9e8895ce54013ed00","male","yes","caucasian",6,28,13760
"9cc9ace181c672f7abf8031bb5aed2","male","yes","caucasian",5,30,60440
"d8ff590c3da377f19eeed6edf81bab","male","yes","caucasian",7,62,12208
"1479c69ff02fe2bc11bd099a2b5dcd","male","yes","caucasian",6,29,11206
"8012cddea62b17c3a659431d16d9ab","male","yes","caucasian",6,33,44221
"2b68f165e93922d0cb4baf325c71c0","male","no","african-american",6,28,329
